car_price_id,Maker,Genmodel,Genmodel_ID,Year,Entry_price
82F46E18-7D24-5008-350A-B4CEE2043FDB,Audi,Q2,7_18,2016,20175
393706D9-0030-06AD-9182-716261E51918,Audi,Q2,7_18,2017,20175
AB3DCEF7-40C1-35FE-0785-9DF18FD66F32,Audi,Q2,7_18,2018,21445
76358737-A2A6-98A8-4763-D6DFE3422BD9,Audi,Q3,7_19,2011,24390
1E6B1994-96CF-9B3C-1F95-4BCA6C290DDE,Audi,Q3,7_19,2012,24390
4D922177-5187-6DA4-0A31-22A9FCEB056B,Audi,Q3,7_19,2013,23690
6A2841A6-9F62-1C24-95CE-1F9B52F58A9E,Audi,Q3,7_19,2014,23690
8E40217A-9455-352F-4A07-747C6F13296A,Audi,Q3,7_19,2015,23690
E34EF723-556B-412E-37CF-9AEC47953D4C,Audi,Q3,7_19,2016,25595
0256D847-8BA8-615B-2843-4C8D061A1B7B,Audi,Q3,7_19,2017,26095
4029A120-525D-A1C9-85DA-282010D8896B,Audi,Q3,7_19,2018,26095
D75FE244-21E5-97FB-01C6-6610FB89090D,Audi,A2,7_2,2000,13770
EB4B8505-75F8-9190-6100-17CBE52F7CA2,Audi,A2,7_2,2001,13020
222B2B22-34AC-769A-5924-4CE03F4E3F29,Audi,A2,7_2,2002,13020
6EDEDE87-64FD-5F89-3723-74DE3B8E20D4,Audi,A2,7_2,2003,13020
FD675747-5D90-993C-8413-AC97DED74602,Audi,A2,7_2,2004,12572
74B779B8-4034-1233-A406-77732C008E02,Audi,A2,7_2,2005,12572
884F9266-4A2B-85E1-3EF3-9C74D0661C0C,Audi,Q5,7_20,2008,26845
724F7855-167A-0AA5-6D17-D70FF12A48A8,Audi,Q5,7_20,2009,25475
1727864E-9B50-7246-4E8A-326F89D7917B,Audi,Q5,7_20,2010,26330
